362.5,0.14755,0.00098,37.5
420,0.14714,0.00052,20
457.5,0.1465,0.00044,17.5
487.5,0.14595,0.00049,12.5
512.5,0.14627,0.00054,12.5
535,0.14623,0.00052,10
557.5,0.14541,0.00052,12.5
568.4,0.14515,0.00061,18.4
605.9,0.14502,0.00058,14.1
640,0.14532,0.00061,20
680,0.14515,0.00053,20
729.95,0.14518,0.00048,30
808.45,0.14502,0.00063,31.6
880,0.14507,0.00057,40
975,0.14452,0.00091,55
